cust_id,Customer Name,Signup_Dt,City,Loyalty Tier,Age Group,Preferred Device,Gender,Acquisition_Channel,Preferred_Trip_Type
CUST01697,Manoj Verma,2024/05/14,Rishikesh,Silver,18-24,android,,Email Campaign,Leisure
CUST01698,Deepika Malhotra,2023/09/29,Mysuru,Silver,,,F,Organic Search,Solo
CUST01699,Ravi Menon,2025/11/22,Pune,None,18-24,,M,App Install,Family
CUST01700,Aditya Chopra,23-09-2024,New Delhi ,None,45-54,,M,Paid Ads,Family
CUST01701,Neha Joshi,2026/05/25,kolkata,None,45-54,iOS,F,Referral,Honeymoon
CUST01702,Deepak Gupta,22-02-2026,Pune,Silver,18-24,,M,Referral,Honeymoon
CUST01703,Aditya Kumar,28-07-2024,Amritsar,GOLD,25-34,,M,Organic Search,
CUST01704,Suresh Kapoor,25-09-2023,Chennai,Silver,35-44,android,,Email Campaign,Solo
CUST01705,Pankaj Patel,03-07-2026,Ahmedabad,platinum,18-24,IOS,M,Referral,Business
CUST01706,Ravi Chopra,2026/06/06,Amritsar,Gold,45-54,,M,App Install,Family
CUST01707,Suresh Sharma,2025/09/06,Bombay,Silver,18-24,,M,Referral,Leisure
CUST01708,Ashish Iyer,30-03-2025,Mysuru,Platinum,55+,,M,Email Campaign,Solo
CUST01709,Sneha Kapoor,2024/02/12,Udaipur,None,45-54,,F,Social Media,
CUST01710,Meera Verma,2025/10/19,Benaras,None,25-34,,,Referral,Honeymoon
CUST01711,Vinay Nair,2025/08/05,MUMBAI,none,18-24,Android,M,Organic Search,Business
CUST01712,Karan Kumar,2025/10/28,Bengaluru,platinum,45-54,,M,Email Campaign,Leisure
CUST01713,Neha Nair,2024/02/22,Rishikesh,Gold,45-54,iOS,F,Organic Search,Business
CUST01714,Anjali Reddy,2024/07/22,Bangalore,None,25-34,IOS,F,App Install,Solo
CUST01715,Aditya Menon,2024/12/27,Bangalore,Silver,18-24,,M,Referral,Business
CUST01716,Rajesh Sharma,04-08-2026,Chennai,Gold,45-54,android,M,Organic Search,Business
CUST01717,Sanjay Menon,26-11-2024,Amritsar,Gold,35-44,,M,Paid Ads,
CUST01718,Kavita Bhat,2023/12/27,Kochi,Silver,25-34,Web,,Referral,
CUST01719,Isha Nair,2023/12/26,Mysuru,None,25-34,,F,App Install,
CUST01720,Nikhil Sharma,12-11-2025,Kolkata,Gold,,,,Organic Search,Honeymoon
CUST01721,Isha Sharma,2025/02/18,Benaras,Silver,45-54,,F,Paid Ads,Business
CUST01722,Ritu Kapoor,20-01-2026,mumbai,None,18-24,,F,Organic Search,Business
CUST01723,Amit Singh,2026/08/02,Lucknow,None,18-24,,M,Email Campaign,Business
CUST01724,Sunita Sharma,2025/09/26,Chennai,None,,,F,Social Media,
CUST01725,Ananya Sharma,2025/08/15,DELHI,Platinum,55+,,F,Email Campaign,Business
CUST01726,Ritu Singh,2026/04/11,Delhi,GOLD,35-44,,,Paid Ads,
CUST01727,Sanjay Rao,13-09-2026,Rishikesh,None,25-34,,M,Social Media,Honeymoon
CUST01728,Rahul Patel,2025/07/02,Udaipur,None,55+,,,Email Campaign,Honeymoon
CUST01729,Ritu Iyer,15-04-2024,mumbai,GOLD,,,F,Referral,
CUST01730,Vivek Mehta,29-11-2025,Amritsar,Silver,25-34,,M,Referral,Solo
CUST01731,Meera Chopra,28-06-2026,Bengaluru,None,,Android,F,App Install,
CUST01732,Nikhil Chopra,15-02-2025,Kochi,Gold,25-34,android,M,App Install,Honeymoon
CUST01733,Kritika Malhotra,16-12-2025,Amritsar,Silver,18-24,android,F,Paid Ads,Solo
CUST01734,Ashish Singh,23-05-2024,Delhi,None,55+,Web,M,Email Campaign,Leisure
CUST01735,Arjun Kumar,11-05-2024,Jaipur,Silver,45-54,Web,M,Referral,Solo
CUST01736,Vikram Verma,2023/10/03,Mysuru,Silver,35-44,,M,App Install,
CUST01737,Vinay Patel,2023/10/02,Mysuru,Silver,25-34,android,,Email Campaign,Family
CUST01738,Nikhil Joshi,2026/02/09,Ahmedabad,None,45-54,,,Social Media,Honeymoon
CUST01739,Anjali Mehta,02-07-2025,Darjeeling,Silver,55+,,,Paid Ads,Solo
CUST01740,Kavita Banerjee,04-05-2025,Goa,Gold,18-24,iOS,F,Social Media,
CUST01741,Anjali Gupta,2024/06/20,Bengaluru,None,18-24,Android,F,Email Campaign,Family
CUST01742,Arjun Kumar,15-12-2025,Goa,None,,,M,Referral,Business
CUST01743,Vikram Iyer,2024/01/26,Udaipur,Silver,,Web,M,Referral,
CUST01744,Kritika Kumar,13-09-2024,Amritsar,None,,,,Paid Ads,Business
CUST01745,Ravi Banerjee,2025/08/22,Goa,None,18-24,,M,Social Media,Honeymoon
CUST01746,Nisha Bhat,2025/07/31,Pune,None,,,,Referral,
CUST01747,Ravi Patel,2025/06/12,Bengaluru,Silver,35-44,,M,Paid Ads,Leisure
CUST01748,Pankaj Mehta,25-12-2025,bengaluru,platinum,35-44,,M,Paid Ads,Leisure
CUST01749,Deepika Patel,20-12-2023,New Delhi ,None,,android,F,Paid Ads,
CUST01750,Swati Malhotra,2024/06/13,Udaipur,Silver,25-34,,,Email Campaign,
CUST01751,Deepak Sharma,20-12-2025,Udaipur,None,,,,Referral,Leisure
CUST01752,Rajesh Malhotra,20-04-2025,Shimla,None,18-24,,M,Paid Ads,Honeymoon
CUST01753,Deepak Reddy,21-06-2026,Goa,Silver,55+,,,Organic Search,
CUST01754,Ashish Agarwal,20-10-2025,Chennai,Platinum,,,M,Social Media,Business
CUST01755,Sneha Iyer,18-06-2025,Jaipur,,,Android,F,Email Campaign,Business
CUST01756,Ravi Reddy,2023/12/08,Jodhpur,Silver,25-34,,,Organic Search,
CUST01757,Rajesh Bhat,2025/05/28,Shimla,Silver,,,,Email Campaign,
CUST01758,Neha Rao,2025/04/17,Varanasi,GOLD,18-24,Web,F,App Install,Honeymoon
CUST01759,Vinay Sharma,01-08-2024,Lucknow,Platinum,55+,Web,M,Email Campaign,Solo
CUST01760,Shreya Singh,2024/10/24,Shimla,Platinum,35-44,,F,Organic Search,
CUST01761,Neha Banerjee,2025/02/28,Lucknow,Silver,,,F,App Install,Honeymoon
CUST01762,Ashish Rao,02-11-2023,Rishikesh,,35-44,Web,M,App Install,
CUST01763,Manoj Joshi,13-06-2024,Pune,Gold,25-34,,M,App Install,
CUST01764,Sunita Banerjee,27-09-2023,Chennai,None,,Android,,Email Campaign,Family
CUST01765,Deepak Kapoor,18-09-2023,Bombay,Platinum,25-34,Web,M,App Install,Family
CUST01766,Karan Verma,2023/11/09,Lucknow,Gold,55+,IOS,M,Paid Ads,Honeymoon
CUST01767,Pooja Das,2023/10/21,Jodhpur,Silver,55+,,F,Referral,
CUST01768,Kritika Singh,23-12-2025,Rishikesh,None,18-24,,F,Paid Ads,Solo
CUST01769,Vivek Kumar,2024/11/05,Pune,platinum,,IOS,,Organic Search,
CUST01770,Shalini Das,16-12-2024,mumbai,GOLD,,android,F,Paid Ads,Family
CUST01771,Amit Gupta,2025/09/07,Rishikesh,None,25-34,,,Social Media,
CUST01772,Nisha Reddy,2024/04/17,bengaluru,Silver,25-34,,F,Social Media,
CUST01773,Rahul Singh,04-10-2025,Bengaluru ,Silver,45-54,android,M,Referral,
CUST01774,Vikram Menon,16-08-2026,varanasi,Silver,18-24,iOS,,App Install,
CUST01775,Rahul Nair,2024/01/15,kolkata,Silver,55+,,M,Social Media,Solo
CUST01776,Nisha Bhat,2024/07/29,varanasi,None,25-34,,F,Organic Search,Leisure
CUST01777,Anil Verma,2025/09/19,Rishikesh,None,35-44,,M,Social Media,Honeymoon
CUST01778,Sneha Sharma,2025/04/14,MUMBAI,None,45-54,,F,Organic Search,
CUST01779,Priya Chopra,19-12-2024,Chennai,Silver,18-24,IOS,F,Organic Search,
CUST01780,Anil Sharma,02-05-2026,Amritsar,Platinum,18-24,,M,Paid Ads,Leisure
CUST01781,Pooja Kapoor,2025/03/03,Manali,None,18-24,IOS,F,Email Campaign,
CUST01782,Vivek Nair,2024/04/12,Rishikesh,Gold,55+,iOS,M,Email Campaign,
CUST01783,Gaurav Verma,2025/10/08,Rishikesh,Platinum,25-34,,M,Paid Ads,
CUST01784,Sanjay Patel,2026/08/18,varanasi,Silver,35-44,,,Organic Search,
CUST01785,Arjun Menon,01-08-2025,Jodhpur,Gold,35-44,,,Email Campaign,Family
CUST01786,Pankaj Nair,2025/06/10,kolkata,None,55+,Android,M,Social Media,
CUST01787,Deepika Joshi,12-03-2026,Agra,silver,,,F,Organic Search,
CUST01788,Deepika Banerjee,2026/05/08,Ahmedabad,None,35-44,iOS,F,Referral,Solo
CUST01789,Kavita Singh,2026/09/03,Mysuru,None,25-34,,F,Paid Ads,Solo
CUST01790,Preeti Verma,30-06-2026,Hyderabad,GOLD,45-54,android,F,Social Media,
CUST01791,Shreya Chopra,2026/02/27,Bengaluru,Silver,55+,,F,Email Campaign,Leisure
CUST01792,Priya Nair,04-03-2026,Mysuru,Gold,45-54,,F,Social Media,Solo
CUST01793,Swati Banerjee,02-02-2025,Jaipur,None,55+,,F,Paid Ads,Family
CUST01794,Priya Chopra,26-10-2025,Shimla,Platinum,45-54,IOS,F,Paid Ads,Solo
CUST01795,Gaurav Banerjee,2023/09/26,Bangalore,None,35-44,,M,Email Campaign,Leisure
CUST01796,Aditya Banerjee,2026/01/02,Ahmedabad,None,55+,,M,App Install,Solo
CUST01797,Isha Sharma,2026/08/16,Pune,none,18-24,,F,App Install,Family
CUST01798,Anjali Malhotra,03-01-2024,Ahmedabad,None,,Web,F,Email Campaign,Family
CUST01799,Vikram Bhat,19-02-2026,Chennai,None,,,M,Referral,
CUST01800,Sneha Gupta,10-03-2024,Darjeeling,Gold,35-44,,F,Email Campaign,
CUST01801,Arjun Singh,27-12-2025,Agra,none,35-44,,,App Install,Leisure
CUST01802,Karan Agarwal,2025/07/31,Calcutta,None,35-44,,M,App Install,Leisure
CUST01803,Ritu Banerjee,2024/11/09,kolkata,Silver,55+,Android,F,Social Media,Business
CUST01804,Swati Menon,10-11-2025,Pune,Silver,35-44,,F,Referral,Family
CUST01805,Ananya Mehta,19-10-2024,Mysuru,Silver,45-54,,F,Referral,Honeymoon
CUST01806,Rahul Joshi,21-07-2025,DELHI,silver,45-54,,M,Paid Ads,
CUST01807,Nisha Menon,14-04-2025,Darjeeling,NA,35-44,IOS,F,Referral,
CUST01808,Ravi Iyer,2025/10/01,Ahmedabad,,45-54,IOS,M,Organic Search,Solo
CUST01809,Anjali Nair,2024/06/17,Amritsar,None,18-24,Android,F,App Install,
CUST01810,Arjun Reddy,28-02-2024,Benaras,Silver,55+,,M,Referral,Leisure
CUST01811,Neha Joshi,28-01-2024,Jaipur,GOLD,55+,Android,F,Organic Search,
CUST01812,Vikram Kapoor,2024/09/02,Bombay,None,35-44,Android,M,Email Campaign,Solo
CUST01813,Shalini Gupta,2023/09/19,Mysuru,None,18-24,,F,App Install,Business
CUST01814,Sanjay Joshi,14-11-2023,Jodhpur,None,,,,App Install,Business
CUST01815,Pankaj Bhat,17-02-2024,Bengaluru,Gold,35-44,,,Social Media,Honeymoon
CUST01816,Ashish Agarwal,2026/07/29,Hyderabad,Silver,45-54,,,Email Campaign,
CUST01817,Shreya Gupta,08-09-2024,Shimla,,35-44,,F,Social Media,Leisure
CUST01818,Amit Patel,2023/11/28,Delhi,None,18-24,IOS,M,Social Media,Family
CUST01819,Sanjay Joshi,12-09-2025,Mysuru,Gold,35-44,iOS,M,Email Campaign,Family
CUST01820,Suresh Iyer,2026/02/03,Mysuru,Gold,45-54,iOS,M,Email Campaign,Solo
CUST01821,Preeti Patel,2025/12/13,Bengaluru,None,45-54,android,F,Organic Search,Honeymoon
CUST01822,Ananya Malhotra,30-08-2025,Bangalore,Platinum,,,F,Referral,Business
CUST01823,Vikram Mehta,2025/02/09,Kochi,None,18-24,,,App Install,Business
CUST01824,Arjun Kumar,2024/07/08,Jaipur,,,,,Referral,
CUST01825,Sanjay Rao,2026/09/10,Shimla,Gold,,iOS,M,App Install,
CUST01826,Ravi Menon,24-12-2024,Manali,None,18-24,,M,Paid Ads,Solo
CUST01827,Priya Agarwal,2024/11/23,kolkata,Silver,35-44,IOS,F,Paid Ads,Leisure
CUST01828,Sunita Singh,01-11-2025,MUMBAI,None,,,F,Paid Ads,Business
CUST01829,Gaurav Chopra,2024/02/24,Lucknow,Platinum,25-34,IOS,M,Organic Search,Leisure
CUST01830,Shalini Chopra,2025/08/05,Kochi,GOLD,18-24,,F,Email Campaign,
CUST01831,Ananya Rao,2024/09/15,Lucknow,silver,45-54,Android,F,Referral,
CUST01832,Anjali Kumar,29-01-2024,Rishikesh,,45-54,Web,F,Organic Search,Honeymoon
CUST01833,Deepak Sharma,08-03-2025,Mysuru,Silver,35-44,,M,Paid Ads,Leisure
CUST01834,Pooja Singh,21-07-2024,Hyderabad,,45-54,,F,Social Media,
CUST01835,Ananya Mehta,2026/01/10,Goa,None,55+,Web,F,Email Campaign,Family
CUST01836,Rajesh Sharma,2025/11/15,Chennai,None,25-34,,M,Referral,Honeymoon
CUST01837,Sanjay Verma,2024/06/09,Pune,Silver,45-54,iOS,M,Organic Search,Business
CUST01838,Swati Menon,21-11-2024,Kochi,None,,android,F,Email Campaign,Solo
CUST01839,Shreya Kumar,2026/03/17,bengaluru,Gold,35-44,Web,,Referral,
CUST01840,Divya Chopra,27-04-2026,Kochi,Silver,35-44,IOS,,App Install,Business
CUST01841,Karan Singh,09-01-2025,Jaipur,Silver,55+,,M,Social Media,
CUST01842,Pooja Gupta,18-02-2025,Kochi,Silver,18-24,,,Paid Ads,Business
CUST01843,Shalini Sharma,14-01-2026,Hyderabad,Silver,45-54,Web,F,Paid Ads,Leisure
CUST01844,Shreya Malhotra,08-12-2023,Delhi,None,45-54,,F,Paid Ads,
CUST01845,Anita Iyer,2025/04/15,Jaipur,,35-44,android,F,Social Media,
CUST01846,Kritika Singh,05-08-2024,kolkata,None,25-34,android,F,Social Media,Solo
CUST01847,Sanjay Agarwal,08-03-2025,bengaluru,Silver,35-44,,,Paid Ads,Business
CUST01848,Nikhil Joshi,2025/04/04,Amritsar,GOLD,45-54,,,App Install,Solo
CUST01849,Pooja Kapoor,2025/01/15,Darjeeling,none,,,F,Social Media,Honeymoon
CUST01850,Sneha Mehta,2024/11/30,Shimla,NA,55+,,F,Paid Ads,
CUST01851,Sneha Banerjee,18-02-2026,Delhi,Silver,35-44,iOS,F,Organic Search,Honeymoon
CUST01852,Gaurav Iyer,2026/05/26,Rishikesh,Silver,25-34,,M,Email Campaign,Business
CUST01853,Sunita Rao,2024/02/29,Amritsar,Silver,18-24,iOS,,Email Campaign,Leisure
CUST01854,Swati Das,2025/01/04,Rishikesh,Silver,,Web,F,Referral,Honeymoon
CUST01855,Neha Joshi,27-09-2025,Amritsar,Silver,,,F,Social Media,Family
CUST01856,Nikhil Reddy,2025/04/13,Agra,silver,18-24,,M,Email Campaign,Business
CUST01857,Sneha Reddy,2025/01/04,Kochi,silver,,android,F,Email Campaign,Solo
CUST01858,Deepak Verma,2026/07/19,Amritsar,Gold,,,M,Email Campaign,Family
CUST01859,Nikhil Gupta,21-05-2024,Rishikesh,Platinum,55+,,M,Email Campaign,
CUST01860,Preeti Agarwal,2026/04/10,Mysuru,platinum,,Android,F,Paid Ads,Family
CUST01861,Nikhil Banerjee,2023/10/09,Kochi,silver,,Android,M,Social Media,Honeymoon
CUST01862,Rohan Iyer,2026/02/08,Rishikesh,Gold,45-54,iOS,,Social Media,Solo
CUST01863,Kritika Sharma,2024/05/22,Kochi,Silver,,Android,F,App Install,
CUST01864,Manoj Kapoor,2025/01/12,Agra,NA,35-44,,M,Paid Ads,
CUST01865,Suresh Reddy,26-01-2024,Manali,None,18-24,,,Referral,Business
CUST01866,Ashish Iyer,28-09-2025,Shimla,Platinum,45-54,IOS,M,Email Campaign,Solo
CUST01867,Priya Joshi,23-04-2024,Kolkata,,,Android,F,Paid Ads,
CUST01868,Preeti Das,08-02-2026,Mysuru,None,35-44,,F,Referral,Solo
CUST01869,Neha Malhotra,23-08-2024,Lucknow,None,35-44,,F,Referral,
CUST01870,Gaurav Nair,2026/04/04,Jodhpur,None,25-34,android,M,Email Campaign,
CUST01871,Swati Kumar,18-02-2024,Amritsar,Gold,35-44,,F,Organic Search,Leisure
CUST01872,Isha Reddy,2025/01/20,Hyderabad,None,45-54,,,Social Media,Business
CUST01873,Preeti Menon,2024/07/13,Lucknow,None,45-54,Android,F,Organic Search,
CUST01874,Deepika Rao,12-05-2025,Jaipur,None,55+,android,F,Paid Ads,Family
CUST01875,Aditya Bhat,12-09-2026,Lucknow,Silver,18-24,iOS,M,Paid Ads,Business
CUST01876,Anita Agarwal,2026/07/14,Mysuru,Silver,,android,F,Paid Ads,Family
CUST01877,Pooja Das,2024/09/07,Pune,None,55+,,F,Email Campaign,Honeymoon
CUST01878,Deepak Reddy,2026/05/08,Ahmedabad,Gold,25-34,android,M,Paid Ads,
CUST01879,Rohan Das,2025/04/13,Varanasi,Silver,35-44,,,App Install,Solo
CUST01880,Anita Kumar,15-10-2023,Darjeeling,Platinum,45-54,iOS,F,Paid Ads,
CUST01881,Deepika Menon,08-08-2025,Goa,None,18-24,android,,Referral,
CUST01882,Ravi Das,31-10-2025,Udaipur,Gold,35-44,,M,App Install,Business
CUST01883,Aditya Agarwal,2024/02/18,Mysuru,None,18-24,Web,M,Organic Search,Leisure
CUST01884,Deepak Das,17-09-2024,Jodhpur,None,25-34,IOS,M,Organic Search,
CUST01885,Shalini Nair,14-12-2023,Kolkata,None,25-34,Web,,App Install,Business
CUST01886,Priya Reddy,23-04-2025,Udaipur,None,18-24,iOS,F,App Install,
CUST01887,Neha Rao,11-10-2025,Udaipur,None,25-34,IOS,F,App Install,Family
CUST01888,Rahul Banerjee,08-02-2025,mumbai,Platinum,18-24,,M,Paid Ads,Leisure
CUST01889,Neha Rao,01-09-2024,Pune,Silver,55+,iOS,,Social Media,Family
CUST01890,Deepak Banerjee,18-02-2025,Agra,,,Web,M,Email Campaign,Solo
CUST01891,Vivek Rao,11-08-2024,Goa,None,18-24,,M,Social Media,Honeymoon
CUST01892,Gaurav Joshi,2024/11/12,Kochi,Silver,55+,,M,Email Campaign,Solo
CUST01893,Ravi Sharma,2025/06/20,Varanasi,None,45-54,,M,App Install,Family
CUST01894,Priya Chopra,20-12-2023,Udaipur,None,35-44,iOS,,Email Campaign,Family
CUST01895,Shreya Bhat,01-05-2026,Shimla,Silver,55+,IOS,F,Organic Search,Family
CUST01896,Ravi Bhat,02-09-2026,Jodhpur,None,25-34,,M,Email Campaign,Business
CUST01897,Shreya Malhotra,18-05-2025,Jodhpur,Silver,,,F,Social Media,Business
CUST01898,Gaurav Chopra,14-01-2024,Goa,NA,,,M,Paid Ads,
CUST01899,Pooja Patel,10-09-2026,Darjeeling,Gold,45-54,,,Email Campaign,
CUST01900,Ravi Banerjee,03-02-2025,Darjeeling,Silver,35-44,iOS,,Social Media,Family
CUST01901,Deepika Gupta,2026/09/12,Goa,None,45-54,Android,,Referral,
CUST01902,Kritika Chopra,31-10-2025,mumbai,None,,,,Organic Search,Honeymoon
CUST01903,Ashish Das,15-05-2025,Delhi,Silver,18-24,,M,Social Media,Family
CUST01904,Anita Gupta,15-02-2025,Udaipur,None,,Web,,Referral,Solo
CUST01905,Sunita Nair,19-06-2024,Kochi,Silver,25-34,,F,Social Media,Solo
CUST01906,Priya Gupta,2023/12/29,Shimla,Silver,18-24,Web,F,Referral,Family
CUST01907,Pooja Verma,2026/07/05,Mysuru,None,55+,,F,Paid Ads,Honeymoon
CUST01908,Shreya Chopra,2025/05/18,Amritsar,None,,,F,App Install,
CUST01909,Arjun Nair,2025/03/18,Chennai,None,,,M,Social Media,
CUST01910,Swati Malhotra,2025/03/14,New Delhi,Silver,45-54,,F,Referral,Family
CUST01911,Preeti Patel,12-04-2025,Hyderabad,none,45-54,,,App Install,Business
CUST01912,Rahul Gupta,2023/11/17,Kochi,Gold,55+,,M,Social Media,Family
CUST01913,Arjun Das,2025/03/29,Hyderabad,Platinum,55+,,,Paid Ads,
CUST01914,Pankaj Verma,09-01-2025,Chennai,Silver,18-24,,M,Organic Search,Solo
CUST01915,Pooja Kumar,18-01-2026,Rishikesh,None,25-34,,F,Paid Ads,Honeymoon
CUST01916,Kritika Menon,26-08-2025,Shimla,None,,IOS,,Referral,Business
CUST01917,Ananya Mehta,2025/01/21,Jaipur,None,25-34,,F,Referral,Leisure
CUST01918,Vivek Patel,08-03-2026,Pune,None,45-54,,M,Organic Search,Solo
CUST01919,Sanjay Gupta,2025/11/03,Udaipur,Gold,18-24,,,Referral,Honeymoon
CUST01920,Ritu Bhat,27-11-2023,Manali,Gold,25-34,Web,F,App Install,
CUST01921,Arjun Nair,10-11-2023,Lucknow,Silver,25-34,,M,Referral,
CUST01922,Neha Verma,2026/08/17,mumbai,None,35-44,,F,App Install,Family
CUST01923,Shalini Gupta,10-11-2023,Manali,Silver,35-44,android,,Social Media,Business
CUST01924,Anjali Nair,2025/02/23,Pune,GOLD,,,F,Email Campaign,
CUST01925,Shreya Iyer,2025/03/28,Shimla,Silver,55+,,,Organic Search,Honeymoon
CUST01926,Vivek Menon,30-07-2025,Udaipur,GOLD,,,,Organic Search,
CUST01927,Preeti Das,2025/08/16,Ahmedabad,Silver,18-24,Web,F,Organic Search,Honeymoon
CUST01928,Preeti Nair,18-07-2025,Udaipur,None,,iOS,F,Paid Ads,Honeymoon
CUST01929,Pooja Nair,02-02-2026,Jaipur,Silver,45-54,,F,Email Campaign,Business
CUST01930,Swati Iyer,11-03-2026,Ahmedabad,Silver,55+,,F,App Install,Honeymoon
CUST01931,Rahul Sharma,13-07-2026,Benaras,Platinum,55+,,M,Paid Ads,Solo
CUST01932,Kavita Mehta,2026/02/25,Manali,None,35-44,Android,F,Email Campaign,Leisure
CUST01933,Swati Mehta,2025/01/21,Darjeeling,Gold,18-24,Android,F,Email Campaign,
CUST01934,Nikhil Nair,29-04-2026,Hyderabad,Silver,,,M,Organic Search,Business
CUST01935,Vivek Kumar,02-10-2024,Darjeeling,Silver,45-54,iOS,,App Install,Solo
CUST01936,Sneha Kumar,03-06-2026,Mysuru,Silver,25-34,Android,F,Social Media,Family
CUST01937,Deepika Rao,06-10-2025,Manali,NA,55+,android,,Referral,Leisure
CUST01938,Shalini Agarwal,04-09-2026,Darjeeling,Gold,18-24,,F,Paid Ads,Family
CUST01939,Sunita Joshi,2024/12/30,Rishikesh,Silver,25-34,Android,F,Paid Ads,Solo
CUST01940,Shalini Sharma,2024/04/01,Udaipur,None,45-54,,F,Email Campaign,Leisure
CUST01941,Neha Nair,27-11-2023,Goa,None,25-34,,F,Referral,
CUST01942,Anil Kapoor,15-02-2024,Jodhpur,None,55+,,M,Paid Ads,Honeymoon
CUST01943,Isha Rao,2025/08/10,Goa,None,18-24,iOS,,App Install,Honeymoon
CUST01944,Gaurav Verma,2023/10/04,Jodhpur,Gold,,,M,Organic Search,Business
CUST01945,Vivek Gupta,2025/02/13,Lucknow,Gold,25-34,,M,Organic Search,Business
CUST01946,Vinay Kumar,2026/05/01,MUMBAI,None,18-24,,,Referral,Honeymoon
CUST01947,Manoj Bhat,2026/08/13,Jaipur,Silver,25-34,iOS,M,Social Media,Business
CUST01948,Arjun Kapoor,30-03-2024,delhi,Silver,18-24,Web,M,App Install,
CUST01949,Meera Chopra,2026/07/03,Agra,Platinum,55+,,,Referral,Solo
CUST01950,Deepak Banerjee,29-06-2026,kolkata,Silver,18-24,,M,Email Campaign,Leisure
CUST01951,Divya Nair,24-05-2024,Hyderabad,None,55+,iOS,,Social Media,Leisure
CUST01952,Ananya Malhotra,20-08-2025,Jodhpur,None,55+,android,,Paid Ads,
CUST01953,Sneha Patel,05-09-2024,Ahmedabad,None,55+,,F,Social Media,
CUST01954,Sneha Malhotra,2024/10/27,Chennai,Gold,35-44,,F,Social Media,Leisure
CUST01955,Aditya Nair,2024/04/24,Udaipur,None,55+,IOS,M,Organic Search,Business
CUST01956,Rahul Joshi,2026/06/21,Hyderabad,Platinum,55+,Web,M,Email Campaign,Solo
CUST01957,Sneha Bhat,2025/06/26,Amritsar,silver,,Android,,App Install,Honeymoon
CUST01958,Nikhil Verma,2024/08/28,Chennai,Silver,35-44,,M,Paid Ads,Family
CUST01959,Vivek Kapoor,17-01-2025,varanasi,Silver,18-24,Android,M,Referral,Honeymoon
CUST01960,Deepak Verma,02-07-2026,Delhi,Gold,45-54,,M,Email Campaign,Business
CUST01961,Sunita Gupta,24-06-2024,Shimla,None,18-24,,,Organic Search,
CUST01962,Pankaj Das,2025/02/22,Darjeeling,Silver,25-34,,M,App Install,Leisure
CUST01963,Sanjay Patel,20-03-2026,MUMBAI,Silver,18-24,IOS,,Paid Ads,Honeymoon
CUST01964,Nisha Singh,2025/10/10,Benaras,Gold,35-44,,,App Install,
CUST01965,Neha Joshi,2025/01/22,Jaipur,Silver,55+,,F,App Install,
CUST01966,Sneha Joshi,08-10-2025,Manali,None,55+,,F,App Install,Solo
CUST01967,Manoj Mehta,2026/08/29,MUMBAI,None,,,M,App Install,
CUST01968,Neha Patel,10-08-2025,Shimla,Gold,,Android,F,Organic Search,Honeymoon
CUST01969,Isha Joshi,2026/01/05,Chennai,None,55+,,,Referral,Solo
CUST01970,Divya Bhat,2023/10/30,Agra,None,35-44,,,Paid Ads,Business
CUST01971,Sneha Rao,2023/10/24,Bangalore,Platinum,,,F,Referral,
CUST01972,Anjali Agarwal,10-12-2024,Jaipur,Gold,55+,Android,F,Social Media,Solo
CUST01973,Karan Chopra,2025/09/04,Chennai,Gold,55+,,M,App Install,Business
CUST01974,Arjun Singh,09-11-2025,Rishikesh,Gold,18-24,iOS,M,App Install,Honeymoon
CUST01975,Ananya Banerjee,2026/08/07,Hyderabad,Silver,55+,,F,Organic Search,
CUST01976,Anjali Patel,2024/05/14,Pune,Silver,25-34,,F,Social Media,
CUST01977,Ravi Agarwal,04-11-2024,Amritsar,Silver,55+,,M,App Install,Business
CUST01978,Kavita Banerjee,2025/08/22,Ahmedabad,none,,,F,Social Media,
CUST01979,Nikhil Patel,16-01-2024,Chennai,Silver,25-34,Web,,Paid Ads,Family
CUST01980,Rajesh Chopra,2025/09/23,Darjeeling,Gold,35-44,,M,Organic Search,Leisure
CUST01981,Sneha Chopra,18-08-2025,New Delhi ,None,45-54,IOS,F,Referral,
CUST01982,Meera Verma,28-12-2024,Lucknow,Silver,18-24,,F,Email Campaign,
CUST01983,Rohan Reddy,16-02-2025,DELHI,Gold,55+,,M,Organic Search,
CUST01984,Vikram Nair,27-04-2024,Goa,None,55+,,M,Organic Search,Leisure
CUST01985,Suresh Reddy,2024/06/04,Jodhpur,silver,25-34,,M,Paid Ads,Leisure
CUST01986,Suresh Mehta,2024/08/18,Kochi,None,,Web,,App Install,
CUST01987,Nisha Iyer,18-06-2024,varanasi,Silver,18-24,iOS,F,App Install,Leisure
CUST01988,Shreya Chopra,2024/09/22,Rishikesh,Gold,35-44,IOS,F,App Install,
CUST01989,Manoj Banerjee,29-12-2024,Calcutta,None,25-34,IOS,M,App Install,Honeymoon
CUST01990,Vivek Rao,17-01-2024,Mumbai,None,55+,Android,M,Email Campaign,Honeymoon
CUST01991,Vivek Menon,2024/11/26,Bombay,Gold,55+,,M,Referral,Honeymoon
CUST01992,Karan Sharma,2024/10/14,Varanasi,Silver,35-44,,M,Organic Search,
CUST01993,Shalini Gupta,28-06-2026,Darjeeling,Platinum,55+,Web,F,App Install,Leisure
CUST01994,Shalini Nair,13-05-2026,Bengaluru ,Platinum,,Web,F,Email Campaign,Business
CUST01995,Rohan Menon,13-07-2024,Rishikesh,Gold,45-54,Android,M,Social Media,
